timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2019-01-25,2657.4399,2672.3799,2657.3301,2664.7600,2664.7600,3814080000,0.0000,1.0000
2019-01-24,2638.8401,2647.2000,2627.0100,2642.3301,2642.3301,3433250000,0.0000,1.0000
2019-01-23,2643.4800,2653.1899,2612.8601,2638.7000,2638.7000,3335610000,0.0000,1.0000
2019-01-22,2657.8799,2657.8799,2617.2700,2632.8999,2632.8999,3908030000,0.0000,1.0000
2019-01-18,2651.2700,2675.4700,2647.5801,2670.7100,2670.7100,3986730000,0.0000,1.0000
2019-01-17,2609.2800,2645.0601,2606.3601,2635.9600,2635.9600,3772270000,0.0000,1.0000
2019-01-16,2614.7500,2625.7600,2612.6799,2616.1001,2616.1001,3863770000,0.0000,1.0000
2019-01-15,2585.1001,2613.0801,2585.1001,2610.3000,2610.3000,3572330000,0.0000,1.0000
2019-01-14,2580.3101,2589.3201,2570.4099,2582.6101,2582.6101,3664450000,0.0000,1.0000
2019-01-11,2588.1101,2596.2700,2577.3999,2596.2600,2596.2600,3434490000,0.0000,1.0000
2019-01-10,2573.5100,2597.8201,2562.0200,2596.6399,2596.6399,3704500000,0.0000,1.0000
2019-01-09,2580.0000,2595.3201,2568.8899,2584.9600,2584.9600,4052480000,0.0000,1.0000
2019-01-08,2568.1101,2579.8201,2547.5601,2574.4099,2574.4099,4083030000,0.0000,1.0000
2019-01-07,2535.6101,2566.1599,2524.5601,2549.6899,2549.6899,4104710000,0.0000,1.0000
2019-01-04,2474.3301,2538.0701,2474.3301,2531.9399,2531.9399,4213410000,0.0000,1.0000
2019-01-03,2491.9199,2493.1399,2443.9600,2447.8899,2447.8899,3822860000,0.0000,1.0000
2019-01-02,2476.9600,2519.4900,2467.4700,2510.0300,2510.0300,3733160000,0.0000,1.0000
2018-12-31,2498.9399,2509.2400,2482.8201,2506.8501,2506.8501,3442870000,0.0000,1.0000
2018-12-28,2498.7700,2520.2700,2472.8899,2485.7400,2485.7400,3702620000,0.0000,1.0000
2018-12-27,2442.5000,2489.1001,2397.9399,2488.8301,2488.8301,4096610000,0.0000,1.0000
2018-12-26,2363.1201,2467.7600,2346.5801,2467.7000,2467.7000,4233990000,0.0000,1.0000
2018-12-24,2400.5601,2410.3401,2351.1001,2351.1001,2351.1001,2613930000,0.0000,1.0000
2018-12-21,2465.3799,2504.4099,2408.5500,2416.6201,2416.6201,7609010000,0.0000,1.0000
2018-12-20,2496.7700,2509.6299,2441.1799,2467.4199,2467.4199,5585780000,0.0000,1.0000
2018-12-19,2547.0500,2585.2900,2488.9600,2506.9600,2506.9600,5127940000,0.0000,1.0000
2018-12-18,2559.8999,2573.9900,2528.7100,2546.1599,2546.1599,4470880000,0.0000,1.0000
2018-12-17,2590.7500,2601.1299,2530.5400,2545.9399,2545.9399,4616350000,0.0000,1.0000
2018-12-14,2629.6799,2635.0701,2593.8401,2599.9500,2599.9500,4035020000,0.0000,1.0000
2018-12-13,2658.7000,2670.1899,2637.2700,2650.5400,2650.5400,3927720000,0.0000,1.0000
2018-12-12,2658.2300,2685.4399,2650.2600,2651.0701,2651.0701,3955890000,0.0000,1.0000
2018-12-11,2664.4399,2674.3501,2621.3000,2636.7800,2636.7800,3905870000,0.0000,1.0000
2018-12-10,2630.8601,2647.5100,2583.2300,2637.7200,2637.7200,4151030000,0.0000,1.0000
2018-12-07,2691.2600,2708.5400,2623.1399,2633.0801,2633.0801,4216690000,0.0000,1.0000
2018-12-06,2663.5100,2696.1499,2621.5300,2695.9500,2695.9500,5141470000,0.0000,1.0000
2018-12-04,2782.4299,2785.9299,2697.1799,2700.0601,2700.0601,4499840000,0.0000,1.0000
2018-12-03,2790.5000,2800.1799,2773.3799,2790.3701,2790.3701,4186060000,0.0000,1.0000
2018-11-30,2737.7600,2760.8799,2732.7600,2760.1699,2760.1699,4658580000,0.0000,1.0000
2018-11-29,2736.9700,2753.7500,2722.9399,2737.8000,2737.8000,3560770000,0.0000,1.0000
2018-11-28,2691.4500,2744.0000,2684.3799,2743.7900,2743.7900,3951670000,0.0000,1.0000
2018-11-27,2663.7500,2682.5300,2655.8899,2682.1699,2682.1699,3485220000,0.0000,1.0000
2018-11-26,2649.9700,2674.3501,2649.9700,2673.4500,2673.4500,3443950000,0.0000,1.0000
2018-11-23,2633.3601,2647.5500,2631.0901,2632.5601,2632.5601,1651650000,0.0000,1.0000
2018-11-21,2657.7400,2670.7300,2649.8201,2649.9299,2649.9299,3233550000,0.0000,1.0000
2018-11-20,2654.6001,2669.4399,2631.5200,2641.8899,2641.8899,4357900000,0.0000,1.0000
2018-11-19,2730.7400,2733.1599,2681.0901,2690.7300,2690.7300,3772900000,0.0000,1.0000
2018-11-16,2718.5400,2746.7500,2712.1599,2736.2700,2736.2700,3975180000,0.0000,1.0000
2018-11-15,2693.5200,2735.3799,2670.7500,2730.2000,2730.2000,4179140000,0.0000,1.0000
2018-11-14,2737.8999,2746.8000,2685.7500,2701.5801,2701.5801,4402370000,0.0000,1.0000
2018-11-13,2730.0500,2754.6001,2714.9800,2722.1799,2722.1799,4091440000,0.0000,1.0000
2018-11-12,2773.9299,2775.9900,2722.0000,2726.2200,2726.2200,3670930000,0.0000,1.0000
2018-11-09,2794.1001,2794.1001,2764.2400,2781.0100,2781.0100,4019090000,0.0000,1.0000
2018-11-08,2806.3799,2814.7500,2794.9900,2806.8301,2806.8301,3630490000,0.0000,1.0000
2018-11-07,2774.1299,2815.1499,2774.1299,2813.8899,2813.8899,3914750000,0.0000,1.0000
2018-11-06,2738.3999,2756.8201,2737.0801,2755.4500,2755.4500,3510860000,0.0000,1.0000
2018-11-05,2726.3701,2744.2700,2717.9399,2738.3101,2738.3101,3623320000,0.0000,1.0000
2018-11-02,2745.4500,2756.5500,2700.4399,2723.0601,2723.0601,4237930000,0.0000,1.0000
2018-11-01,2717.5801,2741.6699,2708.8501,2740.3701,2740.3701,4708420000,0.0000,1.0000
2018-10-31,2705.6001,2736.6899,2705.6001,2711.7400,2711.7400,5112420000,0.0000,1.0000
2018-10-30,2640.6799,2685.4299,2635.3401,2682.6299,2682.6299,5106380000,0.0000,1.0000
2018-10-29,2682.6499,2706.8501,2603.5400,2641.2500,2641.2500,4673700000,0.0000,1.0000
2018-10-26,2667.8601,2692.3799,2628.1599,2658.6899,2658.6899,4803150000,0.0000,1.0000
2018-10-25,2674.8799,2722.7000,2667.8401,2705.5701,2705.5701,4634770000,0.0000,1.0000
2018-10-24,2737.8701,2742.5901,2651.8899,2656.1001,2656.1001,4709310000,0.0000,1.0000
2018-10-23,2721.0300,2753.5901,2691.4299,2740.6899,2740.6899,4348580000,0.0000,1.0000
2018-10-22,2773.9399,2778.9399,2749.2200,2755.8799,2755.8799,3307140000,0.0000,1.0000
2018-10-19,2775.6599,2797.7700,2760.2700,2767.7800,2767.7800,3566490000,0.0000,1.0000
2018-10-18,2802.0000,2806.0400,2755.1799,2768.7800,2768.7800,3616440000,0.0000,1.0000
2018-10-17,2811.6699,2816.9399,2781.8101,2809.2100,2809.2100,3321710000,0.0000,1.0000
2018-10-16,2767.0500,2813.4600,2766.9099,2809.9199,2809.9199,3428340000,0.0000,1.0000
2018-10-15,2763.8301,2775.9900,2749.0300,2750.7900,2750.7900,3300140000,0.0000,1.0000
2018-10-12,2770.5400,2775.7700,2729.4399,2767.1299,2767.1299,3966040000,0.0000,1.0000
2018-10-11,2776.8701,2795.1399,2710.5100,2728.3701,2728.3701,4890630000,0.0000,1.0000
2018-10-10,2873.8999,2874.0200,2784.8601,2785.6799,2785.6799,4501250000,0.0000,1.0000
2018-10-09,2882.5100,2894.8301,2874.2700,2880.3401,2880.3401,3520500000,0.0000,1.0000
2018-10-08,2877.5300,2889.4500,2862.0801,2884.4299,2884.4299,3330320000,0.0000,1.0000
2018-10-05,2902.5400,2909.6399,2869.2900,2885.5701,2885.5701,3328980000,0.0000,1.0000
2018-10-04,2919.3501,2919.7800,2883.9199,2901.6101,2901.6101,3496860000,0.0000,1.0000
2018-10-03,2931.6899,2939.8601,2921.3601,2925.5100,2925.5100,3598710000,0.0000,1.0000
2018-10-02,2923.8000,2931.4199,2919.3701,2923.4299,2923.4299,3401880000,0.0000,1.0000
2018-10-01,2926.2900,2937.0601,2917.9099,2924.5901,2924.5901,3364190000,0.0000,1.0000
2018-09-28,2910.0300,2920.5300,2907.5000,2913.9800,2913.9800,3432300000,0.0000,1.0000
2018-09-27,2911.6499,2927.2200,2909.2700,2914.0000,2914.0000,3060850000,0.0000,1.0000
2018-09-26,2916.9800,2931.1499,2903.2800,2905.9700,2905.9700,3388620000,0.0000,1.0000
2018-09-25,2921.7500,2923.9500,2913.7000,2915.5601,2915.5601,3285480000,0.0000,1.0000
2018-09-24,2921.8301,2923.7900,2912.6299,2919.3701,2919.3701,3372210000,0.0000,1.0000
2018-09-21,2936.7600,2940.9099,2927.1101,2929.6699,2929.6699,5607610000,0.0000,1.0000
2018-09-20,2919.7300,2934.8000,2919.7300,2930.7500,2930.7500,3337730000,0.0000,1.0000
2018-09-19,2906.6001,2912.3601,2903.8201,2907.9500,2907.9500,3280020000,0.0000,1.0000
2018-09-18,2890.7400,2911.1699,2890.4299,2904.3101,2904.3101,3074610000,0.0000,1.0000
2018-09-17,2903.8301,2904.6499,2886.1599,2888.8000,2888.8000,2947760000,0.0000,1.0000
2018-09-14,2906.3799,2908.3000,2895.7700,2904.9800,2904.9800,3149800000,0.0000,1.0000
2018-09-13,2896.8501,2906.7600,2896.3899,2904.1799,2904.1799,3254930000,0.0000,1.0000
2018-09-12,2888.2900,2894.6499,2879.2000,2888.9199,2888.9199,3264930000,0.0000,1.0000
2018-09-11,2871.5701,2892.5200,2866.7800,2887.8899,2887.8899,2899660000,0.0000,1.0000
2018-09-10,2881.3899,2886.9299,2875.9399,2877.1299,2877.1299,2731400000,0.0000,1.0000
2018-09-07,2868.2600,2883.8101,2864.1201,2871.6799,2871.6799,2946270000,0.0000,1.0000
2018-09-06,2888.6399,2892.0500,2867.2900,2878.0500,2878.0500,3139590000,0.0000,1.0000
2018-09-05,2891.5901,2894.2100,2876.9199,2888.6001,2888.6001,3241250000,0.0000,1.0000
2018-09-04,2896.9600,2900.1799,2885.1299,2896.7200,2896.7200,3077060000,0.0000,1.0000
2018-08-31,2898.3701,2906.3201,2891.7300,2901.5200,2901.5200,2880260000,0.0000,1.0000
